image_id,object_id,shadow_conf,enhancement_conf
malignant (192).png,0.0,0.0,0.10140095739095889
malignant (192).png,1.0,0.6235121459084993,0.0
malignant (143).png,0.0,0.0,0.266419149767416
malignant (180).png,0.0,0.0,0.44510819576984106
malignant (180).png,1.0,0.0,0.01252182259548662
malignant (180).png,2.0,0.0,0.2623168827888924
malignant (155).png,0.0,0.4081929723515013,0.0
malignant (18).png,0.0,0.11730114245987888,0.0
malignant (18).png,1.0,0.19247740614829822,0.0
malignant (14).png,0.0,0.1671421354580349,0.0
malignant (36).png,0.0,0.0,0.6893507478693328
malignant (190).png,0.0,0.28906918829121087,0.0
malignant (38).png,0.0,0.1968856013637611,0.0
malignant (141).png,0.0,0.0,0.10955322980335369
malignant (153).png,0.0,0.0,0.0308738828772388
malignant (145).png,0.0,0.0,0.8897971279385763
malignant (37).png,0.0,0.0,0.08359777915525579
malignant (37).png,1.0,,
malignant (37).png,2.0,,
malignant (26).png,0.0,0.0,0.5269576313093591
malignant (181).png,0.0,,
malignant (179).png,0.0,0.4070371344893402,0.0
malignant (169).png,0.0,0.0,0.084175446234795
malignant (169).png,1.0,,
malignant (166).png,0.0,,
malignant (171).png,0.0,0.3472160814446096,0.0
malignant (171).png,1.0,0.3762541172561594,0.0
malignant (156).png,0.0,0.0,0.25666881560110877
malignant (156).png,1.0,0.0,0.12506445460049642
malignant (15).png,0.0,0.0,0.41306864104138574
malignant (2).png,0.0,0.06712672761246086,0.0
malignant (161).png,0.0,0.6766629247711522,0.0
malignant (186).png,0.0,0.34167819135355826,0.0
malignant (27).png,0.0,0.0,0.13170086411933735
malignant (23).png,0.0,0.5384129598345568,0.0
malignant (32).png,0.0,0.3544184478178436,0.0
malignant (83).png,0.0,0.23640741653294828,0.0
malignant (83).png,1.0,0.21220438372215822,0.0
malignant (10).png,0.0,0.2841166483348079,0.0
malignant (10).png,1.0,0.35343141311521886,0.0
malignant (205).png,0.0,0.0,0.06576880219630299
malignant (154).png,0.0,0.0,0.8676619900876643
malignant (158).png,0.0,,
malignant (158).png,1.0,0.0,0.11446116675311124
malignant (158).png,2.0,0.0,0.20914336408413003
malignant (85).png,0.0,0.0,0.07104274957058965
malignant (140).png,0.0,0.0,0.15363178525144683
malignant (140).png,1.0,0.0,0.6485623464717281
malignant (197).png,0.0,0.41341723170420663,0.0
malignant (197).png,1.0,0.6149022729452982,0.0
malignant (82).png,0.0,0.1846151176742209,0.0
malignant (163).png,0.0,0.0,0.4381019925034515
malignant (139).png,0.0,0.0,0.05300131683768483
malignant (139).png,1.0,0.0,0.09624605338080028
malignant (178).png,0.0,0.0,0.10619040351007847
malignant (207).png,0.0,0.0,0.06920889583681666
malignant (137).png,0.0,,
malignant (146).png,0.0,0.0,0.4331508935175452
malignant (168).png,0.0,0.5035348131819695,0.0
malignant (16).png,0.0,,
malignant (170).png,0.0,0.0,0.7450581849140221
malignant (170).png,1.0,,
malignant (151).png,0.0,0.8486790499620305,0.0
malignant (167).png,0.0,0.0,1.0
malignant (28).png,0.0,0.0,0.11730912367394586
malignant (174).png,0.0,0.0,0.48308843220931763
malignant (201).png,0.0,0.6577272467327181,0.0
malignant (173).png,0.0,,
malignant (173).png,1.0,0.0,0.2939950150981858
malignant (173).png,2.0,0.07964728762174988,0.0
malignant (173).png,3.0,,
malignant (188).png,0.0,0.22391676201441124,0.0
malignant (17).png,0.0,0.0,0.11131968104029633
malignant (185).png,0.0,0.0,1.0
malignant (176).png,0.0,0.11808696871002844,0.0
malignant (176).png,1.0,0.0,1.0
malignant (202).png,0.0,0.28107386454484007,0.0
malignant (35).png,0.0,,
malignant (189).png,0.0,0.0,0.31577062831488556
malignant (189).png,1.0,0.0,0.35574024527509707
malignant (25).png,0.0,0.33011719232747017,0.0
malignant (208).png,0.0,0.11856468193017056,0.0
malignant (147).png,0.0,0.0,0.23043425523867267
malignant (198).png,0.0,0.0,0.3876603883987133
malignant (210).png,0.0,0.7231820630285541,0.0
malignant (39).png,0.0,0.0,0.09155665891900644
malignant (3).png,0.0,0.3243983775454544,0.0
malignant (34).png,0.0,0.18904431376013264,0.0
malignant (34).png,1.0,0.11457966744341674,0.0
malignant (204).png,0.0,0.0,0.2672473385818648
malignant (204).png,1.0,0.042436421829738946,0.0
malignant (11).png,0.0,0.13738045545732125,0.0
malignant (209).png,0.0,0.2181360286195505,0.0
malignant (172).png,0.0,0.09409090463147962,0.0
malignant (172).png,1.0,0.28868459401574365,0.0
malignant (196).png,0.0,0.0,0.060032898616181996
malignant (29).png,0.0,0.0,0.17998911090463854
malignant (152).png,0.0,0.4590154273013338,0.0
malignant (19).png,0.0,0.6529160255433244,0.0
malignant (80).png,0.0,0.0,0.22489997065542178
malignant (79).png,0.0,0.675299205525969,0.0
malignant (177).png,0.0,,
malignant (177).png,1.0,0.0,0.3297864439416114
malignant (177).png,2.0,0.5270554654580855,0.0
malignant (148).png,0.0,0.0,0.39229897856720153
malignant (148).png,1.0,0.0,0.01871308528904536
malignant (148).png,2.0,0.0,0.5542014437365066
malignant (148).png,3.0,0.0,0.16585332207121573
malignant (159).png,0.0,0.5027017740790483,0.0
malignant (150).png,0.0,0.0,1.0
malignant (138).png,0.0,0.4311545227941366,0.0
malignant (203).png,0.0,0.0,0.39573563126477396
malignant (30).png,0.0,0.22151926646862463,0.0
malignant (187).png,0.0,0.8179902491405174,0.0
malignant (144).png,0.0,0.7421258373369986,0.0
malignant (135).png,0.0,0.0,0.4953185852942936
malignant (31).png,0.0,,
malignant (165).png,0.0,0.4284213771610451,0.0
malignant (206).png,0.0,0.0,0.5349209851667778
malignant (206).png,1.0,0.0,0.07662935848028107
malignant (157).png,0.0,0.0,0.6976430076929632
malignant (157).png,1.0,,
malignant (200).png,0.0,0.0,0.31031437119682326
malignant (175).png,0.0,0.3596398667119791,0.0
malignant (22).png,0.0,0.1951016095839705,0.0
malignant (195).png,0.0,0.5918998667194081,0.0
malignant (183).png,0.0,0.6107027391670872,0.0
malignant (136).png,0.0,0.08028135464152453,0.0
malignant (20).png,0.0,0.6490762990342034,0.0
malignant (193).png,0.0,0.0,0.0993147220579298
malignant (182).png,0.0,0.7202903658479559,0.0
malignant (199).png,0.0,0.27477292815523136,0.0
malignant (1).png,0.0,0.0,0.5688633380944386
malignant (160).png,0.0,0.6960888618797498,0.0
malignant (40).png,0.0,0.0,0.07223971570579213
malignant (33).png,0.0,0.5719781855866599,0.0
malignant (184).png,0.0,0.387935050644756,0.0
malignant (149).png,0.0,,
malignant (149).png,1.0,0.22284341782761918,0.0
malignant (98).png,0.0,0.10955527767373718,0.0
malignant (98).png,1.0,0.5386478457716524,0.0
malignant (73).png,0.0,0.01630883838547359,0.0
malignant (58).png,0.0,0.0,1.0
malignant (58).png,1.0,0.0,1.0
malignant (75).png,,,
malignant (48).png,0.0,0.0,0.12408962960462411
malignant (74).png,0.0,0.07838582062598287,0.0
malignant (68).png,0.0,0.1440641039723134,0.0
malignant (68).png,1.0,0.3893915283165167,0.0
malignant (68).png,2.0,0.20494365263394754,0.0
malignant (61).png,0.0,0.0,0.1929989792790776
malignant (76).png,0.0,0.34327260010670557,0.0
malignant (96).png,0.0,0.7069271704103792,0.0
malignant (64).png,0.0,0.28923919918442753,0.0
malignant (64).png,1.0,0.0,0.42857241737694274
malignant (64).png,2.0,0.0,0.6378605019001717
malignant (45).png,0.0,0.0,0.4707177470412125
malignant (45).png,1.0,0.05035135977611915,0.0
malignant (87).png,0.0,0.0,0.3651445167630427
malignant (43).png,0.0,0.29740865972992725,0.0
malignant (43).png,1.0,0.3012181795875327,0.0
malignant (86).png,0.0,0.036455402105591284,0.0
malignant (91).png,0.0,0.6444936833833446,0.0
malignant (91).png,1.0,0.6765839044717773,0.0
malignant (65).png,0.0,0.09577168916163026,0.0
malignant (47).png,0.0,0.14889180636329924,0.0
malignant (93).png,0.0,0.0,1.0
malignant (92).png,0.0,0.1882861387008743,0.0
malignant (66).png,0.0,0.05392938092870092,0.0
malignant (97).png,0.0,0.6800986049105253,0.0
malignant (67).png,0.0,0.43620216706477377,0.0
malignant (60).png,0.0,0.5231631482024017,0.0
malignant (49).png,0.0,0.2624687974075549,0.0
malignant (42).png,0.0,0.0,0.07217323206431336
malignant (99).png,0.0,0.111663771040734,0.0
malignant (46).png,0.0,0.0,0.07365834022713957
malignant (52).png,0.0,,
malignant (44).png,0.0,0.0,0.09123647167975313
malignant (70).png,0.0,0.36091003526636267,0.0
malignant (77).png,0.0,0.0,1.0
malignant (89).png,0.0,0.8269184175267216,0.0
malignant (89).png,1.0,0.6882857232478781,0.0
malignant (89).png,2.0,0.5945572508756274,0.0
malignant (72).png,0.0,0.37902154971663105,0.0
malignant (5).png,0.0,0.46369259701063414,0.0
malignant (51).png,0.0,0.0,0.2227152586373291
malignant (90).png,0.0,0.5329353788159966,0.0
malignant (90).png,1.0,0.7597445234511733,0.0
malignant (71).png,0.0,0.19674207751739792,0.0
malignant (41).png,0.0,0.5116900367038114,0.0
malignant (62).png,0.0,0.0,0.25431404490999543
malignant (78).png,0.0,0.0,1.0
malignant (94).png,0.0,0.0,0.8294081729659
malignant (63).png,0.0,0.8554455266733598,0.0
malignant (9).png,0.0,0.42483826397700486,0.0
malignant (54).png,0.0,0.0,0.20674458051242572
malignant (57).png,0.0,0.0,0.9344625577415506
malignant (69).png,0.0,0.48595728602077115,0.0
malignant (8).png,0.0,0.43393222987193114,0.0
malignant (95).png,0.0,0.4129306535980455,0.0
malignant (95).png,1.0,0.7313482356474253,0.0
malignant (56).png,0.0,0.0,1.0
malignant (59).png,0.0,0.12025736178010438,0.0
malignant (59).png,1.0,0.22793866014689101,0.0
malignant (88).png,0.0,0.0,0.11192350904687753
malignant (53).png,0.0,0.042051516811401624,0.0
malignant (53).png,1.0,0.0,0.15291517592473136
malignant (7).png,0.0,0.4330548144706329,0.0
malignant (55).png,0.0,,
malignant (50).png,0.0,0.1644434844520406,0.0
malignant (6).png,0.0,0.0,0.02454616509609675
